ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_radvn,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn,st_spstr,st_ssperr,st_splim,st_spblend,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densblend,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_ageblend,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_vsinin,st_acts,st_actserr,st_actslim,st_actsblend,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_st_npar,pl_st_nref,rowupdate
113.513252,0.000001,7.56755015,0.00000009,07h34m03.18s,-22.296066,0.000002,-22d17m45.8s,237.497979,0.000002,-1.189628,0.000002,120.467053,0.000002,-43.280028,0.000002,3,39.53,0.27,-0.27,0,,5,25.30,0.17,-0.17,0,5,-40.380,0.570,0,46.840,0.700,0,61.840,0.900,0,0,2,60.70,0.10,-0.10,0,0,1,5.020,,0,0,4.960,,0,0,4.440,,0,0,4.130,,0,0,3.830,,0,0,3.703,0.270,0,0,3.318,0.240,0,0,3.355,0.286,0,0,3.177,0.533,0,0,2.037,,-1,1,3.163,0.011,0,1,3.131,0.022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.693e+00,5.400e-02,0,0,2.677e+00,1.090e-01,0,0,1.184e+00,,1,0,-3.375e+00,,1,0,4.440,,0,0,V (Johnson),32,0.060,,0,0,,,,,0.600,,0,0,0.300,,0,0,0.385,0.361,0,0,-0.037,0.373,0,0,0.348,0.393,0,0,,,,,,,,,,,,,16,F6 IV,,0,0,5,6245.00,80.00,-80.00,0,0,5,3.80,0.07,-0.07,0,0,5,-0.260,,,0,0,4,[Fe/H],,,,,0,2,2.57,0.12,-0.12,0,0,3,1.50,0.09,-0.09,0,0,5,,,,,0,0,2.800,0.100,-0.600,0,0,0,8.0000,,,0,0,5,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 60532,HIP 36795,,HD 60532 b,HD 60532,b,2,0,3,Radial Velocity,2008,Desort et al. 2008,2008-12,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,Ground,Borgniet et al. 2016,1,0,0,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_60532_b/,http://exoplanets.org/detail/HD_60532_b,201.90000000,0.30000000,-0.30000000,0,2,0.770000,0.020000,-0.020000,0,2,,,,,0,2454594.700000,2.800000,-2.800000,0,2,0.260000,0.020000,-0.020000,0,2,-3.7000,5.7000,-5.7000,0,2,29.100,0.900,-0.900,0,2,1.06000,0.08000,-0.08000,0,336.89980,25.42640,-25.42640,0,2,,,,,,,,,0,1.06000,0.08000,-0.08000,0,336.89980,25.42640,-25.42640,0,2,Msini,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,BJD,,,,,0,,,,,0,,,,,0,,,,,0,38,27,2016-09-08
113.513252,0.000001,7.56755015,0.00000009,07h34m03.18s,-22.296066,0.000002,-22d17m45.8s,237.497979,0.000002,-1.189628,0.000002,120.467053,0.000002,-43.280028,0.000002,3,39.53,0.27,-0.27,0,,5,25.30,0.17,-0.17,0,5,-40.380,0.570,0,46.840,0.700,0,61.840,0.900,0,0,2,60.70,0.10,-0.10,0,0,1,5.020,,0,0,4.960,,0,0,4.440,,0,0,4.130,,0,0,3.830,,0,0,3.703,0.270,0,0,3.318,0.240,0,0,3.355,0.286,0,0,3.177,0.533,0,0,2.037,,-1,1,3.163,0.011,0,1,3.131,0.022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.693e+00,5.400e-02,0,0,2.677e+00,1.090e-01,0,0,1.184e+00,,1,0,-3.375e+00,,1,0,4.440,,0,0,V (Johnson),32,0.060,,0,0,,,,,0.600,,0,0,0.300,,0,0,0.385,0.361,0,0,-0.037,0.373,0,0,0.348,0.393,0,0,,,,,,,,,,,,,16,F6 IV,,0,0,5,6245.00,80.00,-80.00,0,0,5,3.80,0.07,-0.07,0,0,5,-0.260,,,0,0,4,[Fe/H],,,,,0,2,2.57,0.12,-0.12,0,0,3,1.50,0.09,-0.09,0,0,5,,,,,0,0,2.800,0.100,-0.600,0,0,0,8.0000,,,0,0,5,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 60532,HIP 36795,,HD 60532 c,HD 60532,c,2,0,3,Radial Velocity,2008,Desort et al. 2008,2008-12,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,Ground,Borgniet et al. 2016,1,0,0,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_60532_c/,http://exoplanets.org/detail/HD_60532_c,600.10000000,2.40000000,-2.40000000,0,2,1.600000,0.040000,-0.040000,0,2,,,,,0,2454973.000000,100.100000,-100.100000,0,2,0.030000,0.020000,-0.020000,0,2,179.8000,58.7000,-58.7000,0,2,46.100,1.000,-1.000,0,2,2.51000,0.16000,-0.16000,0,797.75330,50.85280,-50.85280,0,2,,,,,,,,,0,2.51000,0.16000,-0.16000,0,797.75330,50.85280,-50.85280,0,2,Msini,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,BJD,,,,,0,,,,,0,,,,,0,,,,,0,38,27,2016-09-08
193.296494,0.000002,12.88643290,0.00000011,12h53m11.16s,-3.553098,0.000001,-03d33m11.2s,303.786647,0.000003,59.315752,0.000001,193.615063,0.000002,1.974195,0.000002,2,30.55,0.30,-0.30,0,,3,32.73,0.32,-0.32,0,3,-263.000,0.700,0,-3.800,0.700,0,263.000,1.000,0,0,2,-6.40,0.60,-0.60,0,1,1,6.650,,0,1,6.610,,0,1,6.110,,0,0,,,,,,,,,5.300,0.018,0,0,5.082,0.022,0,0,4.993,0.022,0,0,4.920,0.289,0,0,4.724,0.120,0,0,5.017,0.015,0,0,4.980,0.034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.496e+00,1.310e-01,0,1,3.245e+00,,1,1,-1.196e+00,,1,1,-9.470e-01,,1,1,6.110,,0,0,V (Johnson),20,0.040,,0,1,,,,,,,,,,,,,0.218,0.028,0,0,0.089,0.031,0,0,0.307,0.028,0,0,,,,,,,,,,,,,8,F5 V,,0,0,3,6557.00,96.00,-96.00,0,0,1,4.19,0.11,-0.11,0,0,1,0.070,,,0,0,1,[Fe/H],,,,,0,0,1.45,0.07,-0.07,0,0,1,1.18,0.12,-0.12,0,0,1,,,,,0,0,1.900,0.600,-0.700,0,0,0,20.0000,,,0,0,2,0.210,0.019,0,1,1,,,,,0,29.030,,0,0,2,1,0,1,0,0,3,0,HD 111998,HIP 62875,,HD 111998 b,HD 111998,b,1,0,3,Radial Velocity,2016,Borgniet et al. 2016,,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,Ground,Borgniet et al. 2016,1,0,0,0,0,0,0,0,0,0,,,825.90000000,6.20000000,-6.20000000,0,1,1.820000,0.070000,-0.070000,0,1,,,,,0,2455490.200000,177.300000,-177.300000,0,1,0.030000,0.040000,-0.040000,0,1,-87.3000,77.7000,-77.7000,0,1,87.600,3.400,-3.400,0,1,4.51000,0.50000,-0.50000,0,1433.41330,158.91500,-158.91500,0,1,,,,,,,,,0,4.51000,0.50000,-0.50000,0,1433.41330,158.91500,-158.91500,0,1,Msini,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,BJD,,,,,0,,,,,0,,,,,0,,,,,0,12,23,2016-09-08
19.550543,0.000000,1.30336953,0.00000000,01h18m12.13s,2.702824,0.000000,+02d42m10.2s,136.180186,0.000000,-59.478719,0.000000,19.072099,0.000000,-5.146285,0.000000,1,,,,,0,0,250.00,35.00,-35.00,0,1,-1.800,1.800,,-16.700,1.800,,16.800,2.500,,,1,5.88,0.00,-0.00,0,0,1,,,,,11.621,0.108,0,0,11.020,,0,0,,,,,,,,,10.087,0.026,0,0,9.847,0.023,0,0,9.788,0.021,0,0,9.749,0.022,0,0,9.783,0.020,0,0,9.765,0.052,0,0,8.399,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.020,,0,0,V (Johnson),14,,,,,0.612,0.152,0,0,,,,,,,,,0.240,0.035,0,0,0.059,0.031,0,0,0.299,0.033,0,0,,,,,,,,,,,,,4,F6,,0,0,1,6410.00,125.00,-125.00,0,0,1,4.10,0.01,-0.01,0,0,1,0.160,0.100,-0.100,0,0,1,[Fe/H],,,,,0,0,1.70,0.03,-0.03,0,0,1,1.32,0.04,-0.04,0,0,1,0.3820,0.0170,-0.0170,0,0,1,1.170,5.720,-0.750,0,0,0,9.6800,1.1400,-1.1400,0,0,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,3,0,,,,WASP-118 b,WASP-118,b,1,0,3,Transit,2016,Hay et al. 2016,,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Ground,Hay et al. 2016,1,0,0,1,0,0,1,0,0,0,http://exoplanet.eu/catalog/wasp-92_b/,,4.04604350,0.00000440,-0.00000440,0,1,0.054530,0.000480,-0.000480,0,1,88.700,0.900,-0.900,0,1,,,,,0,0.000000,,,0,1,0.0000,,,0,1,54.600,1.900,-1.900,0,1,,,,,,,,,0,0.51400,0.02000,-0.02000,0,163.36462,6.35660,-6.35660,0,1,0.51400,0.02000,-0.02000,0,163.36462,6.35660,-6.35660,0,1,Mass,1.440,0.036,-0.036,0,16.141,0.404,-0.404,0,0.148,0.004,-0.004,0,1,0.23300,0.02400,-0.02400,0,1,1729,36,-36,0,1,,,,,0,0.755000,0.019000,-0.019000,0,1,0.2002000,0.0019000,-0.0019000,0,1,2456787.814230,0.000620,-0.000620,0,1,HJD,0.1600,0.1000,-0.1000,0,1,,,,,0,6.920000,0.107000,-0.104000,0,1,,,,,0,21,8,2016-09-08
9.458792,0.000017,0.63058612,0.00000111,00h37m50.11s,51.288761,0.000017,+51d17m19.5s,120.762137,0.000012,-11.525594,0.000017,33.265029,0.000024,42.456965,0.000020,1,,,,,0,0,250.00,60.00,-60.00,0,1,,,,,,,,,,,0,-2.79,0.03,-0.03,0,0,1,,,,,,,,,10.970,,0,0,,,,,,,,,10.233,0.018,0,0,9.997,0.019,0,0,9.942,0.013,0,0,9.887,0.023,0,0,9.900,0.020,0,0,9.854,0.039,0,0,9.072,0.377,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.970,,0,0,V (Johnson),8,,,,,,,,,,,,,,,,,0.236,0.026,0,0,0.055,0.023,0,0,0.291,0.022,0,0,,,,,,,,,,,,,3,F4,,0,0,1,6700.00,100.00,-100.00,0,0,1,4.20,0.02,-0.02,0,0,1,0.070,0.170,-0.170,0,0,1,[Fe/H],,,,,0,0,1.52,0.04,-0.04,0,0,1,1.33,0.03,-0.03,0,0,1,0.5300,0.0390,-0.0390,0,0,1,0.700,0.650,-0.650,0,0,0,37.0000,3.0000,-3.0000,0,0,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,3,0,,,1SWASP J003750.11+511719.5,WASP-93 b,WASP-93,b,1,0,3,Transit,2016,Hay et al. 2016,,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Ground,Hay et al. 2016,1,0,0,1,0,0,0,0,0,0,http://exoplanet.eu/catalog/wasp-92_b/,,2.73253210,0.00000200,-0.00000200,0,1,0.042110,0.000350,-0.000350,0,1,81.180,0.290,-0.290,0,1,,,,,0,0.000000,,,0,1,0.0000,,,0,1,174.000,34.000,-34.000,0,1,,,,,,,,,0,1.47000,0.29000,-0.29000,0,467.21010,92.17070,-92.17070,0,1,1.47000,0.29000,-0.29000,0,467.21010,92.17070,-92.17070,0,1,Mass,1.597,0.077,-0.077,0,17.901,0.863,-0.863,0,0.164,0.008,-0.008,0,1,0.47900,0.11200,-0.11200,0,1,1942,38,-38,0,1,,,,,0,1.097000,0.013000,-0.013000,0,1,0.0931000,0.0010000,-0.0010000,0,1,2456079.564200,0.000450,-0.000450,0,1,HJD,0.9036,0.0090,-0.0090,0,1,,,,,0,5.938000,0.133000,-0.128000,0,1,,,,,0,21,6,2016-09-08
246.692108,0.000019,16.44614054,0.00000130,16h26m46.11s,51.041115,0.000017,+51d02m28.0s,78.780109,0.000025,43.220941,0.000015,221.549658,0.000056,70.583716,0.000020,1,,,,,0,0,530.00,90.00,-90.00,0,1,,,,,,,,,,,0,-29.17,0.01,-0.01,0,0,1,,,,,,,,,13.180,,0,0,,,,,,,,,11.834,0.015,0,0,11.579,0.015,0,0,11.519,0.015,0,0,11.435,0.023,0,1,11.454,0.020,0,0,10.119,0.035,0,0,7.861,0.098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.180,,0,0,V (Johnson),8,,,,,,,,,,,,,,,,,0.255,0.022,0,0,0.060,0.022,0,0,0.315,0.022,0,0,,,,,,,,,,,,,3,F7,,0,0,1,6280.00,120.00,-120.00,0,0,1,4.26,0.03,-0.03,0,0,1,0.000,0.140,-0.140,0,0,1,[Fe/H],,,,,0,0,1.34,0.06,-0.06,0,0,1,1.19,0.04,-0.04,0,0,1,0.6970,0.0770,-0.0770,0,0,1,2.290,6.800,-1.510,0,0,0,5.7300,1.1500,-1.1500,0,0,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,3,0,,,1SWASP J162646.08+510228.2,WASP-92 b,WASP-92,b,1,0,3,Transit,2016,Hay et al. 2016,,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Ground,Hay et al. 2016,1,0,0,1,0,0,0,0,0,0,http://exoplanet.eu/catalog/wasp-92_b/,,2.17467420,0.00000160,-0.00000160,0,1,0.034800,0.000360,-0.000360,0,1,83.750,0.690,-0.690,0,1,,,,,0,0.000000,,,0,1,0.0000,,,0,1,111.600,9.200,-9.200,0,1,,,,,,,,,0,0.80500,0.06800,-0.06800,0,255.85315,21.61244,-21.61244,0,1,0.80500,0.06800,-0.06800,0,255.85315,21.61244,-21.61244,0,1,Mass,1.461,0.077,-0.077,0,16.376,0.863,-0.863,0,0.150,0.008,-0.008,0,1,0.34600,0.05900,-0.05900,0,1,1871,56,-56,0,1,,,,,0,1.254000,0.029000,-0.029000,0,1,0.1153000,0.0012000,-0.0012000,0,1,2456381.283400,0.000270,-0.000270,0,1,HJD,0.6080,0.0430,-0.0430,0,1,,,,,0,5.587000,0.217000,-0.202000,0,1,,,,,0,21,6,2016-09-08
239.962306,0.000017,15.99748707,0.00000111,15h59m50.95s,-28.061733,0.000017,-28d03m42.2s,345.959737,0.000023,18.667756,0.000022,243.552893,0.000018,-7.338551,0.000019,1,,,,,,0,400.00,60.00,-60.00,0,1,,,,,,,,,,,0,-49.51,0.00,,0,,2,,,,,,,,,11.600,,0,0,,,,,,,,,10.509,0.027,0,0,10.319,0.024,0,0,10.224,0.027,0,0,10.197,0.024,0,0,10.225,0.020,0,0,10.093,0.078,0,0,8.805,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.600,,0,0,V (Johnson),9,,,,,0.380,0.050,0,0,,,,,,,,,0.190,0.036,0,0,0.095,0.036,0,0,0.285,0.038,0,0,,,,,,,,,,,,,4,,,,,1,6650.00,80.00,-80.00,0,0,5,4.16,0.03,-0.03,0,0,5,-0.190,0.090,-0.090,0,0,5,[Fe/H],,,,,0,0,1.57,0.06,-0.06,0,0,6,1.31,0.03,-0.03,0,0,7,0.4740,0.0420,-0.0420,0,0,4,,,,0,,0,9.0000,1.5000,,0,,4,,,,,0,,,,,0,,,,,0,5,2,0,2,1,3,0,,,1SWASP J155950.94-280342.3,WASP-17 b,WASP-17,b,1,0,3,Transit,2009,Anderson et al. 2010,2010-01,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Ground,Anderson et al. 2011,1,0,0,1,0,0,0,0,0,0,http://exoplanet.eu/catalog/wasp-17_b/,http://exoplanets.org/detail/WASP-17_b,3.73543800,0.00000680,-0.00000680,0,6,0.051500,0.000340,-0.000340,0,5,86.830,0.680,-0.560,0,5,,,,,0,0.028000,0.015000,-0.018000,0,6,-82.6000,14.6000,-2.6000,0,4,53.200,3.400,-3.400,0,3,,,,,,,,,0,0.48600,0.03200,-0.03200,0,154.46538,10.17056,-10.17056,0,7,0.48600,0.03200,-0.03200,0,154.46538,10.17056,-10.17056,0,7,Mass,1.991,0.081,-0.081,0,22.317,0.908,-0.908,0,0.205,0.008,-0.008,0,6,0.08170,0.01060,-0.01060,0,4,1771,35,-35,0,4,,,,,0,1.696000,0.026000,-0.026000,0,3,0.1830000,0.0017000,-0.0017000,0,3,2454577.858060,0.000270,-0.000270,0,5,HJD-UTC,0.4010,0.0590,-0.0770,0,3,,,,,0,,,,,3,,,,,3,102,17,2016-09-08
129.362743,0.000000,8.62418287,0.00000000,08h37m27.06s,18.976685,0.000000,+18d58m36.1s,206.394178,0.000000,31.590889,0.000000,126.853800,0.000000,0.431128,0.000000,1,,,,,0,0,172.00,14.00,-14.00,0,1,,,,,,,,,,,0,35.20,0.20,-0.20,0,0,1,,,,,,,,,,,,,,,,,,,,,13.312,0.021,0,0,12.738,0.024,0,0,12.474,0.021,0,0,12.331,0.024,0,0,12.225,0.027,0,0,11.282,0.409,0,0,7.435,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.498,,0,0,Kepler-band,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M3.0,,0,0,1,3471.00,124.00,-124.00,0,0,1,,,,,0,0,0.110,0.170,-0.170,0,0,1,[Fe/H],-1.678,0.140,-0.208,0,0,1,0.40,0.05,-0.05,0,0,1,0.36,0.07,-0.07,0,0,1,7.8100,1.9000,-1.9000,0,0,1,0.800,,,0,0,0,,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,3,0,,,,K2-95 b,K2-95,b,1,0,3,Transit,2016,Obermeier et al. 2016,,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Obermeier et al. 2016,0,0,0,1,0,0,1,1,0,0,http://exoplanet.eu/catalog/k2-95_b/,,10.13389000,0.00068000,-0.00077000,0,1,0.065300,0.003900,-0.004500,0,1,88.770,0.860,-1.590,0,1,,,,,0,,,,,0,,,,,0,6.800,1.800,-1.800,0,1,,,,,,,,,0,0.03458,0.00859,-0.00859,0,10.99000,2.73000,-2.73000,0,1,0.03458,0.00859,-0.00859,0,10.99000,2.73000,-2.73000,0,1,Mass,0.310,0.070,-0.047,0,3.470,0.780,-0.530,0,0.032,0.007,-0.005,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.1183333,0.0150000,-0.0108333,0,1,2457171.147700,0.001800,-0.001900,0,1,BJD-TDB,,,,,0,,,,,0,25.000000,5.120000,-7.960000,0,1,0.07860,0.01690,-0.00930,0,1,16,6,2016-09-08
8.739684,0.000003,0.58264561,0.00000018,00h34m57.52s,4.381469,0.000002,+04d22m53.3s,115.110361,0.000006,-58.239787,0.000002,9.752748,0.000003,0.563151,0.000003,3,,,,,0,2,45.80,2.20,-2.20,0,3,110.800,1.200,0,-171.200,1.100,0,203.900,1.600,0,0,3,19.50,0.10,-0.10,0,0,1,,,,,9.767,0.023,0,0,8.940,0.020,0,0,,,,,,,,,7.548,0.032,0,0,7.203,0.038,0,0,7.066,0.020,0,0,6.942,0.053,0,0,7.090,0.020,0,0,7.054,0.018,0,0,7.065,0.144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.940,0.020,0,0,V (Johnson),19,,,,,0.826,0.027,0,0,,,,,,,,,0.345,0.050,0,0,0.137,0.043,0,0,0.482,0.038,0,0,,,,,,,,,,,,,6,K0 V,,0,0,2,5370.00,50.00,-50.00,0,0,1,4.52,0.03,-0.03,0,0,1,0.000,0.080,-0.080,0,0,1,[Fe/H],,,,,0,0,0.83,0.03,-0.03,0,0,1,0.88,0.03,-0.03,0,0,1,,,,,0,0,,,,0,,0,2.0000,,,1,0,1,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,0,HD 3167,HIP 2736,,HD 3167 b,HD 3167,b,2,0,3,Transit,2016,Vanderburg et al. 2016,,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Vanderburg et al. 2016,0,0,0,1,0,0,1,0,0,0,http://exoplanet.eu/catalog/hd_3167_b/,,0.95962800,0.00001200,-0.00001200,0,1,,,,,0,88.400,1.100,-1.500,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.139,0.005,-0.005,0,1.557,0.057,-0.057,0,0.014,0.001,-0.001,0,1,,,,,0,1860,160,-160,0,1,,,,,0,,,,,0,0.0687500,0.0012083,-0.0012083,0,1,2457394.374500,0.000440,-0.000440,0,1,BJD,0.1310,0.0980,-0.0980,0,1,,,,,0,4.560000,0.079000,-0.110000,0,1,0.01725,0.00023,-0.00023,0,1,14,13,2016-09-08
